text,label
how do i get the card linked,13
What do I do if I can't access the app?,42
My virtual card isn't working.,72
When will I get my money? It's been too long.,66
Your exchange rate is totally wrong for my card payment,17
can I have a non virtual card?,43
Should I complete my security verification before I can use my account?,74
Tell me how to reset the passcode.,44
Seems like my top-up has been cancelled,61
How do I verify my source of funds?,70
What are the steps for the identity checks?,69
Can you do exchanges of EUR?,36
How can I fix a problem where contactless isn't working?,23
The app failed to verify my identity.,68
"I would like to use the bank transfer feature, but I can't find it. Can you please give me the details?",65
How long do European transfers take?,67
Am I able to use Apple Pay?,2
How can I activate my card so I can start using it?,0
I hope you can help me. Someone has stolen my wallet and now I have noticed that they have been taking money from my account.,20
"I have obtained the salary in GBP, will it need to be configured?",50
Use credit card to transfer money,62
I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back.,63
My card got stuck in an ATM.,18
Today I was out eating and my card was declined. Why's that?,14
How do I update my details?,30
What number of times can I top-up?,60
Can my friend send me money?,50
If my transfer is from Europe how long will it take?,67
What types of cards and money do you accept?,54
Help me figure out how to link the new card.,13
Why can I not do a  transfer,7
How do I go about getting an actual card?,43
What steps do I have to take to activate my card?,0
My top-up seems to be pending for a long time?,47
"I purchased something and the seller hasn't received the money yet, but it has been deducted from my account.",53
How long do bank transfers usually take?,5
I need it delivered on a certain date.,12
Tell me why my card payment was declined.,25
Can I verify my identity?,69
There was a canceled payment for my card.,53
Which ATM's will accept my card?,3
How much will I be charged for a cross-currency exchange?,31
Someone stole my phone.,42
can i see money source?,70
What is the maximum I can transfer before I incur fees?,64
Does it cost to top up my card?,57
Can I have my money refunded for an item,52
I have an incorrect charge and would like a refund.,52
What do I do if my Google pay top up isn't working?,2
I've completely forgot the code to get into the app.,44
"I need to exchange my GBP to AUD, how would I do this?",33
The refund doesn't show in my account,51
How do I deal with a blocked PIN?,49
How can I top-up my limit?,60
Is there an allowance on cards?,15
How old must I be to open an account?,1
I sees some suspicious spending on my credit card that I don't recall I had made. What should I do?,22
What steps can I take if someone else is using my card?,22
How does a US resident go about acquiring a new card?,24
I made a transaction at an atm and was charged extra for it.,19
Is my card actually working? It's the first time I tried using it,26
I entered my pin wrong  too many times.,49
I'd prefer to use my American Express when putting funds into my account.,54
How can i get new card?,23
Am I able to change my PIN at certain cash machines?,21
Are there restrictions for my disposable card since it does not seem to be working?,72
How many card payments can I use on a disposable card?,29
"I want to transfer money to a beneficiary, but I couldn't.",7
The amount of cash i have received is not correct.,75
Do I receive the physical card for free,43
Is there a way to track the new card you sent me?,11
What is the process to create a disposable virtual card?,37
My passcode doesn't seem to be working,44
Does it cost to add money to my card?,57
explain the virtual card,40
Is it possible to get a card outside the UK?,24
"
At which ATMs can I use this card?",3
"How long do transfers need to come through? I sent some money to a friend, she needs it urgently, but seems it's still not there yet after a couple hours.",66
"If I see a payment in the app that I don't recognize, what should I do?",16
I look but I see no virtual card. Why is that?,40
exchanging currencies costs what?,31
Where is a Mastercard ATM?,3
"My card will expire soon, When do I need to order a new one?",9
Where do I find the auto top up option?,4
Is it possible to top up using a cheque?,58
Why can't I see my funds after I topped up?,47
What is the procedure of unblocking my PIN?,49
I transferred some money but it hasn't arrived.,66
"
Do I need to go to a physical bank to change my PIN?",21
"I received the wrong color and size, can I return it?",52
I asked for $100 cash but only got $20?,75
Can i get money in my home currency at my ATM ?I am on holiday and bit concerned because i do not have any cash with me .Is it possible to withdraw without any additional cost.,76
I think my card is stolen!,41
How do I get another card,39
I checked the exchange rate when I withdrew cash. But the actual rate that you applied was different.,76
Someone stole my card!,41
Where can I find a list of descriptions the disposable cards have?,29
It can take between 10 minutes to an hour before you hear back from us about the verification result.  Please try again if your verification fails.  Make sure you double check that images are clear and all document photos are readable without blur or glare. You have to be 18 or older and live in the European Economic area or live in Switzerland to be able to open an account.,68
I need a refund for something I bought.,52
"I transferred 7,000 to a receiver outside the EU and they received a lesser amount than what I sent, Unfortunately, now I must send an additional transfer to the receiver so that they can receive the full amount I initially sent.  I'm not sure why they received a lesser amount than what I initially sen, but can you please look into this and let me know what happened?",64
Why do i have to verify my top-up card?,71
I moved and would like to change my address.,30
If my card payment isn't working what do I do?,25
"ATMs, which ones will accept this card?",3
Seems like my top-up has not gone through,47
My card payment didn't go through.,25
My statement has a dollar I have been charged showing up on it.,34
Please tell me how you can stop unauthorized payments from being made on my card since on this bill I see that this has happened. There are transactions that I never made from a place I've never been to.,22
I need to know your exchange rates.,32
I can't see my refund on my account,51
Is there a charge or discount if I use a European bank in a top up?,57
I made a purchase but never expected to see a fee charged for the transaction.,15
I need my card immediately.,12
What does it mean if my payment has been reverted?,53
What is the charge for exchanging currencies?,31
How come I did not get a virtual card yet?,40
I went to top up and it is no longer there.  Was it sent back?,61
I don't remember my passcode?,44
I don't see my card anywhere in the app.,13
What do I do since the machine swallowed my card. I need one.,18
"I need to transfer some money, can I use my credit card?",62
How do I get unblocked?,49
How do I verify the top up?,71
why do your exchange rates change,32
How can I receive a virtual card?,40
My app was on the phone and I was mugged.  What do I do?,42
How long will an urgent transfer from China take?,67
Are my friends able to add funds to my account?,62
What form of payments can I use for topping up?,58
I want to top up my account. What payment methods are supported?,54
Please can i get a disposable virtual card as well?,37
I just got an email in confirming my purchase with my card. I login to the mobile app on the card and found out there are several purchase were made without me aware of it. Evidently someone had stole my card information and made these fraudulent purchase. I need the transaction to be reverse and have my card suspended.,22
my top up isnt there yet where do i find it,62
Do you know if there is a tracking number for the new card you sent me?,11
What are the countries that you operate in?,24
Is a tracking number available for the card that was just sent?,11
I want to do a cash deposit to top up. How do I do this?,58
Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before.,15
There is a cash withdrawal on my statement that I did not make,20
What is the normal time to make an international transfer? I made one a few days ago that still hasn't arrived.,5
Someone else used my card!,22
Why did using an ATM cause me to be charged an additional fee?,19
I tried entering my pin several times incorrectly. Why isn't my pin working?,49
I made a cash deposit going to my account but it is not there,6
"my identity hasn't been verified and i can't edit my details, what's next",30
"I used my card to top up, but now I don't see the money in my account.",62
Can you help me get a disposable virtual card?,37
I a having trouble proving my identity,68
There is not a refund in my statement.,51
Does it cost anything to do currency exchanges?,31
I have an unauthorized charge.,28
How long will a transfer from China take? I need to transfer something from there.,67
What do you base your exchange rates on?,32
Can I get more cards just incase?,39
What should I do if I don't know my password?,44
How much are you going to charge me if I top up my US card?,57
How can I open an account for my children?,1
What all currencies can be exchanged?,33
Do I have to manually top up once I'm too low?,4
I sent payment with EU transfer and they still haven't received it. How long does it take?,48
I need some help with identity verification.,69
How much do I have to pay for the exchange fee?,31
I lost my phone and need help so someone doesn't access my account.,42
Why is my beneficiary not being allowed to get payment services?,7
I see a direct debit charge that I did not approve,28
"I would like to top up via credit card, which credit cards do you support?",54
The ATM I used for foreign currency provided the wrong exchange rate.,76
"I noticed my card payment was cancelled, can you tell me why?",53
What are the disposable cards restrictions?,29
The top-up did not go through.,59
"The top-up has a definite problem! I regularly use your service and haven't had a problem before, but now the top-up just shows pending. Please tell my why it continues to show pending.",47
A random charge got added to my card,16
What are the requirements to verify my identity?,69
Is my credit card supported for top-ups?,54
Why did I get declined during a transfer?,27
My identity can't be verified.,68
what is this charge i didnt do it what can i do,28
Can I have more than 2 disposable cards?,29
Can I see that history on my funds and where they came from?,70
Are there any charges for topping up my card?,57
Do you ship cards to where I live?,43
"I have been waiting for my transfer, shouldn't it be here already?",67
"How come my top-up didn't go through instantly, like it usually does?",47
Would I be charged for exchanging currencies?,31
How often can I top up my account?,60
"I really wanted to buy something online but seems the card is not working as the payment suddenly came back! What's going on here, I've been trying for a good week or two.",53
Help me unblock my PIN.,49
My virtual card is just not going through.,72
why is there a fee for a payment on my card?,15
Will I be charged a fee to top up using a debit or credit card?,57
How long will a transfer from Europe take?,67
How do I fix a reverted top up?,61
Is there a charge for sending out more cards?,39
Why would a transfer fail?,35
What kind of businesses will take my card?,10
Please send a new card; the ATM ate mine.,18
When will my card arrive?,12
In what places can I use my card?,10
How can I request cash back? The ATM just gave me a different amount than what I've been charged though...,75
"After I deposited my cash, I still don't see it in my account.",6
The app is telling me that I am not me.,68
My phone is not with me at the moment so I will not be able to access the app.,42
"If you are waiting for verification, it can take 10 minutes to 60 minutes to get results.You will hear from us once we have it.  Please make sure your images are clear and photos of documents are readable. you have to be at least 18 years old and live withing the Economic Area of Europe or in Switzerland in order to open an account.",68
Can you tell me what the transfer policy is?,56
How can I add money to my account from another account I have?,65
How long does it take for a pending cash withdrawal?,46
I'm trying to take money from my account but its not letting me. Help!,26
To receive money are there charges?,56
Can I use Apple Pay to top up?,2
Is it possible to exchange currencies using the app?,33
What is the exchange rate like?,32
How do I reset my PIN?,49
I can not find my phone or it has been stolen.,42
What is the reason my cash withdrawal is still pending?,46
May I get my salary paid out in a different currency?,50
How do I get the contactless feature to work for my card?,23
Is there a reason my top-up has not gone through?,47
The app won't let me top up my account,59
I got some cash in the ATM but its still pending,46
Can you tell me how to get a disposable virtual card?,37
I thought transfers were free of charge.  I bought something abroad and got charged a ridiculous fee. How do I get this problem fixed.,64
I need to close my account as soon as possible.,55
Can i deposit my salary to this account?,50
What if I need my salary in a different currency?,50
How do I get my card back after the ATM swallowed it.,18
The ATM I'm standing in front of only gave me 10 pounds rather than the 30 pounds I wanted. The app shows I took out 30 pounds also. What do I need to do to fix this?,75
When I tried to pay in a store my card din't work,25
how come when i asked for 100 it only gave me 20.00 in the app,75
What should I expect to be charged on a SEPA transfer?,56
Is there a limit to top-ups?,60
My card is just not working at this time.,72
Will I be able to use my card anywhere?,10
I was wondering if you will take any fees in exchange for top ups?,57
I was mugged yesterday and they took everything.  I can't access my app.  What are my next steps?,42
Can I use a credit card from the US to top up?,54
How long should it take for my new card to arrive in them mail? What should I do if I never receive it?,11
My card seems to not be working at all.,14
Can you please tell me where my card is? I ordered it 2 weeks ago!,11
"I need to make a transfer, what will the fee be?",56
The amount of exchange was not correct for the item i bought.,17
I want to change my personal details.,30
I need to update my info.,30
"If I have this card, which ATMs can I go to?",3
Why hasn't my return cleared my account?,51
What can you use the disposable cards for?,37
How long can an EU transfer take?,48
My top-up funds aren't available yet.,47
What kind of cards are supported?  What currency?,54
What's the problem? My card keeps getting declined for top up. I need to know what is going on.,59
What things do I need to verify my identity?,69
My account was charged a fee. When did you start charging extra for card payments?,15
"I have a disposable card, how many transactions can I make?",29
I tried to make a payment with my card and it was declined. Why is it pending?,45
how long dies it take for transfers to reflect on my balance,67
I want a refund on this.,52
How do I go forth on verifying my identity?,69
I need to order a new card.,43
my card was not in the mail again can you advise?,12
When will my cash withdrawal show/,46
I would like a refund on one of your products that has been sold to me,52
How can I change my Tholepin ?,21
The exchange rates are?,32
"The transactions showing up are strange, I think my card was used without me knowing.",22
Do I really need to verify my identity?,74
I was taking out funds and was unable to regain my card.,18
My cash in the ATM is still pending,46
The new card that was just sent to me was declined multiple times yesterday when I tried to use it at a restaurant to pay for my dinner.  I am really disappointed  and embarrassed that my card was denied when I tried to use it to pay for my friend's birthday dinner.,25
"Can you check about unauthorized use of my card, I think someone is using mine without my knowledge?",22
What is the exchange looking like?,32
IS there anywhere that a card cannot be delivered?,43
Can you tell me what the disposable cards are used for?,37
why wouldn't you support american express? its a card i like and use often and i don't want to get a different one,54
I haven't received the PIN yet.,38
My card was topped this morning but I can't see the funds. Why didn't it complete?,47
Why did you charge me for taking out cash?,19
"My PIN is unlocked, what do I do?",49
"Something is wrong, my top-up is gone and I don't know what happened to my money.",61
I'm waiting for my transaction to complete.,66
What do I need in regards to identification?,69
Tell me about the limit for top ups.,60
What are the steps I need to take to cancel a transaction?,8
"I lost my phone, what should I do?",42
Can you tell me where you get your exchange rates?,32
"i have been trying to add money with apple pay but it wont work, why?",2
What is the average pending time for a transaction?,48
"With this app, will I be able to exchange currency?",33
I have a problem with a transfer. It didn't work. Can you tell me why?,27
Is the verification number on the top up card,71
I think my card has been used by somebody else since I was never in the little town where some transactions on this bill have come from. Please stop this right away.,22
Why would I be charged more than once for the same transaction?,63
I am not able to do contactless.,23
"I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow.",8
The wrong rate was applied to an item I bought in a currency different from mine. Can this be changed?,17
Can you help me with proving my identity?,68
The top-up I ordered didn't process.,59
What can I do if I lost my card?,41
Do I need to replace my card if it didn't work when I tried to pay contactless at the shop today?,23
Why was a fee added to my bill when I used my card?,15
Is there any way I can get more physical cards to use with my account?,39
What methods can I use to add money to my account?,65
Tell me what I should do after my card expires.,9
Can you explain why my transfer was unsuccessful?,35
Which type of card will I receive?,73
I need to get a disposable virtual card?,37
How did my top-up fail?,59
I didn't realize that there were any fees for withdrawing money from my account--this has never happened to me before.  What exactly are the fees?,19
An ATM swallowed my credit card!,18
Will I be charged for a cash withdrawal?,19
For what reason can I not transfer money to a beneficiary?,7
The app is showing a direct debit transaction that I did not perform,28
I think I may have been charged $1 extra on my app.  Could you provide some insight as to why this may have happened?,34
why didnt my account allow a transfer,7
Do you ship your cards anywhere?,43
Do I have to pay more for exchanges?,31
I have to verify the source of my funds,70
How long does it take for a transfer to be in my account?,67
There's a cash withdraw on my statement that I didn't make.,20
How do I know if my top up worked?,59
Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side.,66
It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much!,17
Why doesn't my passcode work?,44
What happens if the ATM gives me the wrong amount of money?,75
How can I tell where my funds came from?,70
"I would like to order a virtual card, where can I get one?",40
How long will it take for my transaction to be completed?,66
How do I change the details in my account?,30
What identification is required to activate my card?,0
"If I will be traveling, is there a way to auto top-up my card on certain days?",4
Is it possible to delete the account?,55
Can my teenager have an account?,1
The balance on my account wasn't updated after I made a depost.,6
The rate applied to my purchase in a foreign currency was wrong.,17
Can I use my card wherever I want?,10
My payment was declined,25
Why do you need to know where my money is coming from?,70
How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten.,75
Can i make transactions before identity verification is complete?,74
The ATM at Metro bank on High St. Kensington didn't return my card. What should I do now that the bank is closed?,18
I can't find any option to top up with a cheque?,58
Will there be a cost if I exchange currency?,31
How can I freeze a stolen card?,41
Why is there are there two of the same transaction?,63
Is my card payment reverted?,53
This disposable virtual card is not working.,72
Is it possible for me to set up separate accounts for my kids?,1
"I want to add money to my international card, so are there any fees charged to do this?",57
How can I get my Google pay top up to work?,2
Do you have EUR currency available for me?,36
"How much time do transfers take? I sent money to a friend who needs it fast. It's been hours, and the money has not gone through.",66
I may have entered the PIN wrong and the account is blocked.  What do I have to do to get it unblocked.,49
How can I change to my married name?,30
How do I use my card if I lost my phone?,42
How do I receive a refund for my item?,52
I have a payment that is still pending,45
My transfers are being declined. IT has always worked for me but now it's declining my card. I've tried several times.,27
I would like to receive a few more physical cards.,39
There is a direct debit patentp that I haven't authorized.,28
How long do i have to wait for a transfer to reach my account?,67
How can I locate the virtual card?,40
I made a deposit this morning but it is still pending?,6
why isn't my top-up going through?,47
Can I have my account add money automatically in certain intervals?,4
My credit card has been declined.,25
I ordered a virtual card but it hasn't come through yet,40
where do you have locations at,24
How do I find the top-up verification code?,71
Is there a fee for exchanging currencies?,31
I have a fee listed for a transfer.,64
Where do I go to change my PIN?,21
How long will I have to wait for my new card?,12
Why are there multiple transactions showing for one purchase?,63
Why can't I see a transfer to my account?,5
I just initiated a transfer but I'd like to cancel it.,8
What cards do you offer?,73
Card delivery services? Where?,43
I bought some stuff this morning but the payment shows as pending,45
The seller of the items I bought online the other day hasn't received the EU transfer yet. How long do these usually take?,48
"my card details could be stolen, as i didnt make these transactions",22
why couldn't I get cash in the ATM?,26
How old does my daughter have to be to open an account?,1
Can you check the exchange rate on a cash transaction I did overseas,76
"How come you charge for cash withdrawals? I withdrew cash after buying groceries today, and there seems to be a new fee",19
"Using your app, would I be able to exchange between USD and GBP?",33
My card never arrived.,11
"I need to delete my account, please.",55
I'm not able to withdraw money from the ATM but I'm not sure why.,26
Do you support other currencies?,36
"Hey I tried to get some money out earlier but the machine didn't work. Now just saw the transaction still seems in progress! Can you please check what's going there, seems something is broken, I don't want to be charged for money that I haven't actually received!",46
My card hasn't arrived yet.,11
How long does a transfer from the United Kingdom take? I haven't seen it show up yet in my bank account and want to make sure I get the transfer.,5
Is it possible to get a real card?,43
Please help me change my PIN.,21
I'm not sure what I need to verify my identity.,69
Where can I get a card in the EU?,24
Can I order a card please?,43
I like to Mastercard rather than Visa.,73
There is a strange payment on my statement. What should I do?,16
how much do you charge to accept transfers,56
Can I select my card scheme or do you choose it for me?,73
The ATM wouldn't allow me to withdraw money,26
Can I change my PIN?,21
"Help, the ATM didn't give me all the money I requested",75
There is a payment done with my card which i definitely did not do.Never seen that name before.,16
Tell me how a top up would be reverted.,61
I believe my card has been compromised because of a strange withdrawal,20
Your exchange rates are coming from where?,32
My transfer is still pending and I know the account numbers are correct.  Please help.,48
I am having difficulties to verify my identity.,68
I recently purchased something and the seller says my money has not arrived yet. It was in EU's. How long does this take?,48
Are my contactless settings correct? I tried to use it today but it wasn't working.,23
"I have my residency in the US, but I would love to get a card.",24
"I am a new customer, and I happened to look at my app and there is a charge I am not familiar with.  Could you tell me why the extra charge is there?",34
"I want to reactivate my card, I thought I had lost it but found it again in my jacket.",13
Why is the exchange rate different on my recent purchase?,17
What went wrong with my transfer?,27
What is the longest a US transfer should take to appear in my account?,67
What should I do if I've tried to enter my PIN too often?,49
Please help!  There was an extra fee when I got cash.,19
How long before transferred money shows up?,5
Can topping up be automatic?,4
I am having trouble proving my identity.,68
I would like to know if I can top up with Google Pay.,2
How many currencies can I have money in in my account?,36
I'm having trouble verifying my ID.,68
How can disposable cards be used?,37
Please delete my account and personal information.,55
I have a problem!  The ATM stole my card!,18
Why are top-ups being verified?,71
I want to top up by card,62
Who can request disposable cards?,29
Why has my card been charged an extra pound?,34
What fiat currencies are used for exchange?,36
There should be a cash withdrawal that I haven't seen yet.,46
My statement has a charge that shouldn't have been made.,52
Why was my PIN blocked?,49
I used an ATM in a foreign currency but the rate applied is wrong!,76
Was my transaction reverted with my card?,53
The amount of time that transfers usually take from a UK account is what?I just completed a transfer and it is not showing up at all. I'm wondering at this point if everything is actually okay.,5
Do I have to verify the top-up?,71
Can I exchange my money for EUR?,36
What are acceptable documents to prove my identity?,69
i need to add express delivery if that's an option,12
How can I receive money from someone?,50
How can I check on the delivery status of my card?,11
How can I change my name because I just got married?,30
Is it possible to top up with Apple Pay?,2
How can I change currency type?,33
I cannot activate my card.,0
$1 charge in transaction.,34
I need to do a card activation.,0
"I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this?",41
I should not have been charged a fee for cash withdrawal.,19
where do I request a disposable virtual card?,37
Why is it showing that my account has been charged a dollar that is showing as pending?,34
there's a delay in my top-up,47
"My cash withdrawal is showing as pending, why?",46
My card payment has not been withdrawn from my account,53
The money is still in my account even though I already paid -- I don't understand what happened.,53
Is there a fee for a SEPA transfer,56
Why isn't top-up working? My top-up money disappeared after I saw that it was successfully transferred. Is it gone? Where did it go?,61
Is there an additional charge to exchange currencies?,31
Is PIN delivered separately?,38
"Hi, during online shopping payment is getting declined yesterday and today as well. Please check the issue.",27
Is there a reason my payments are pending?,45
Is it possible for me to top up with Google Pay?,2
Card activation steps,0
I found the exchange rate for my cash withdrawal is wrong,76
Why was I charged an extra fee when paying with card?,15
What fiat currencies are used for holdings?,36
are both visa and mastercard available to me?,73
Is there a fee for extra cards?,39
I got my new card where do I go to activate it?,0
terminate my account please,55
How come my transfer got declined,27
"May I use my account now, even though the identity verification has not gone through yet?",74
I want to create a new pin.,21
I can't get my virtual card to work at all,72
There are transactions that I don't recognize. What do I do if I think someone is using my card?,22
How long should it take for a transfer to go through? I have been waiting a while.,66
Can I use google play as my primary app to Top up?,2
I did a transfer but its still pending,48
I need to cancel a transaction.,8
Why was my virtual card declined when attempting to setup automatic billing?,72
What age do you have to be to open an account?,1
"For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay.",5
My disposable card seems not to be working am I doing something wrong?,72
My card stopped working when I use it,14
I am waiting for a payment to go through.,45
I transferred money but the recipient does not see the funds in their account?,66
When will I be able to see the refund,51
I have an outgoing transfer,48
"I've use my accounts all the time to manage my payments for my place abroad that I just got. I now see that I suddenly have new fees.I'm a frequent customer, so why are you charging me new fees instead of rewarding me?",64
Where can I find top up by cash deposit?,58
I used my card to get cash then I was charged a fee that I shouldn't have been charged.,19
How can I get my physical card to work?,14
Why isn't my contactless not working?,23
What should I do if I think someone stole my details and used my information to make some transactions?,22
The ATM ate my card.,18
Do I have a $1 extra fee on the statement?,34
Will I be able to get both a visa and a mastercard?,73
"Please, tell me why I can't have the funds I deposited a week ago? I need the money now.",6
"I asked for $40 and I only received $20, what happened?",75
"My card is still pending, I've been waiting a while.",45
I can't seem to use my card. Can you help?,14
want a new card what are the fees,9
Why would my transfer be declined?,27
I entered the wrong pin too many times and now I am blocked.  Help me unblock!,49
"There is a direct debit that I didn't set up, what should I do?",28
How do I get this damn virtual card to work?,72
Do top-up limits exist?,60
Why hasn't my transfer gone through yet?,48
"Heyy I tried to top up with my card today but it failed! I just got the couple days before but it has worked last time. What's going on, can you double check please?",59
I need some help figuring out what this strange payment is on my account. It's stays pending and won't go away.,34
How can I verify if a cash withdrawal was made from my account? I still have my card with me but I did not authorize the withdrawal that just occurred.,20
I tried to buy something over the Internet yesterday and got a declined error. I tried again today and got the same message. What is the issue?,27
I bought some things this morning but the payment shows that it is pending,45
I made a withdraw from the ATM this past holiday and it seems like a was charged too much. If I would have   known about these charges I wouldn't have made a withdraw.,76
Can you freeze my card it was stolen,41
Can I use this app to exchange between dollars and pounds?,33
"If I feel someone has my card information, can I get a new card?",22
My credit card got declined for top up! What's going on? Can you check on why it didn't go through?,59
I forgot my password to get into the app!,44
When will I get my card?,11
Is there an option to top up a with cheque?,58
"I did a payment with my card but seem that didn't work, it's still listed as pending since a while ago. When does this actually go through?",45
How do I get refills to my card when I'm traveling?,4
Is a SWIFT transfer okay?,56
I need to transfer something to China. It is urgent. How many days will it take to get there?,67
should i contact customer support if i can't edit details,30
I didn't get the right amount at the ATM.,75
When I got cash I believe that the exchange rate was wrong,76
"I will need to exchange currencies frequently, will I be able to get a discount?",31
I need to terminate my account.,55
How do I get a card if I live in the US?,24
Can you tell me my code to get into the app?,44
"There was money taken out of my account, and I'm pretty sure I didn't do it.",20
My contactless stopped working today for no good reason. It's not working no matter where I try to use it. Can you please help me fix it?,23
Are there any fees if I want to add money using an international card?,57
I paid with card and was charged a fee that shouldn't be there!,15
Why was I charged extra using my card?,15
what is the charges for new card?,23
Why can't I transfer money to a beneficiery?,7
My ATM transaction was cancelled.,26
Will you charge an extra fee for top ups?,57
What is the best way to get my virtual card?,40
Can I get my money back on an item?,52
My contactless payments don't work.,23
My account has a weird withdrawal.,20
How long does it take for a cash withdrawal to show?,46
Help me activate my card.,0
Why does my card continually get declined? I thought I had enough money in there but I've tried several times now and it still isn't working.,27
Can I top-up via Apple Pay?,2
How much does a transfer cost?,56
I didn't set up the direct debit I have,28
How is the exchange rate calculated?,32
Was charged an ATM fee despite it being a small withdrawal on the 1st day of the month. I thought I was allowed 200 per month?,19
When will my transfer come through?,5
When going to the ATM to take out some cash today my withdrawal was  declined.  I need to fix this problem as soon as possible. whats going on?,26
How can I move money from my account at a different bank to the account I have at this bank.,65
"If I started the Bank transfer from Europe, how long will the process take to complete?",67
How to decide if I get a Visa or Mastercard?,73
I'm not familiar with a card payment.,16
how should i add money to my card,57
I still don't have a card. How do I get one?,43
Can I use my card everywhere?,10
How do I deactivate my account?,55
Help! Someone stole my card!,41
There is an ATM withdrawl in the app I don't recognize.,20
Do you support top ups?,61
How do I stop fraud to my card?,22
What currencies do you accept to add money?,54
My card was declined in a shop,25
My card was declined at a restaurant today and I don't know what the problem is.,14
Where can I exchange my money for EUR?,36
Where'd the rest of my cash go from the ATM,75
"Why are all my transfers failing?  I have the details right and they won't complete.  I've been trying all day and they still won't go through, this is URGENT, please help.",27
How do I go about ordering a card?,43
Can I order extra cards?,39
My attempted transfer keeps kicking back with an error message.  Could you please help me to resolve this?,7
Can I request a physical card?,43
What is the reason my payment was not accepted?,25
"I transferred money to another country several days ago, but my transaction is still pending. i have checked that the accounts are keyed in correctly. what sees to be the problem?",48
Please help me regarding a direct debit in the app that I don't recognize.,28
"I want to reset my passcode, how can I do that?",44
What can I expect if I use bank transfer to top up my account?,65
How would I go about getting a second card?,39
Someone has taken my phone from my hotel room!,42
There are strange transactions on my account.  What should I do if I think someone stole my details?,22
How can I exchange currencies in the app?,33
I'm having difficulty verifying my identity.,68
Can you tell me the status of my new card?,41
What will I need to verify my identity,69
I'm trying to transfer money to another country. It's just pending and not sending. My account details are correct. Please help me.,48
Where does the exchange rate stand right now?,32
I think my card is broken,14
Can you tell me how to tell where my funds come from?,70
Why did the disposable virtual card which I used to pay a gym subscription get denied?,72
How much does it cost to get a new card?  Mine is almost expired.  How fast does it come?,9
I'd like to provide my daughter with a card - could I get an additional card from my account to give her?,39
Is it possible to give a second card for this account to my daughter?,39
How old can one use your service?,1
"If someone sends me money, will I be charged?",56
which kind of documentation do I need for identity check?,69
how do i change name?,30
I need my card soon.,12
"How much is a cross currency exchange, and can I check to see if I have any discounts available?",31
Why is my transfer pending?,48
Where in the European Union can I get a card?,24
Why can't I get my top up to work in Apple Pay?,2
What do I do if I think someone has used my card without permission? I can see a few transactions I don't recognize.,22
I want to add money automatically when I travel.,4
Reasons for top up cancellation.,61
Can I have it delivered on the date I need it delivered?,12
I need my refund as soon as possible. What else do I have to do?,51
I won't be pleased unless I get a Mastercard.,73
I think I was double charged,63
Why can't I top up with a cheque?,58
"Card payment was declined, do you know why?",25
Why hasnt my top up gone through yet?? I thought it was suppose to be instant? Am I wrong? Why is it still pending?,47
Is there a way to revert my transaction from this morning?,8
Please help!  I was mugged and everything stolen.  What do I do to stop them from accessing my account?,42
My card is about to expire.,9
Can I change or hold different currency?,36
Why did my payment get declined?,27
I tried to pay contactless at the bus today and it didn't work. Any ideas why?,23
I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here?,7
How do I deactivate a stolen card?,41
Why is my refund not visible on my statement?,51
"So, I was under the impression that you have an offer for crypto top up. This doesn't seem to be working. Now, the money has just disappeared from my account. What is the deal?",61
Someone has been using my card. There are unfamiliar transactions on there. Can you freeze the card to keep this from happening?,22
How do I change my name?,30
How do I go forth on transferring money into my account?,65
I need to know if everything is okay here. After making a transfer from a UK account it doesn't show up. How long does this normally take to process?,5
How old do you have to be to be able to open an account?,1
I am still waiting for verification.  Can I use my account before I am verified?,74
I ordered my card but it still isn't here,11
Can I use my account although the identity verification has not been accepted yet?,74
My card is about to expire.  How do I get a new card?,9
Would I be able to get a refund for something I bought?,52
I exchange currencies a lot.  Can I get a discount?,31
What steps do I do to transfer money using my credit card?,62
"I made a transfer and according to the receiver ""they haven't received the right amount"" Its lesser than it should be.Now I have to transfer more money to make up for the missing amount . Can you please help me about this,what should be done",64
I need my PIN,38
Why haven't I gotten a virtual card yet?,40
Why am I being charged a fee for using my card? If there is some print out of places that charge me can you please send me that?,15
Show me how to verify my identity?,69
Trouble transferring transaction contact for help,27
Why was I charged for cash withdrawal?,19
How do I replace a card that's going to expire?,9
What are the maximum amount you can do for auto top-up?,4
When will my transfer process?,5
where has my transferred money gone?,66
I receive my salary in GBP. Do I need to configure this somehwere?,50
I see cash in my app but I did not get it.,20
Why are the things I bought earlier today still showing as pending?,45
Can I edit my personal details?,30
can I use it all over the world?,24
Where are the virtual cards?,40
